"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa03010","hsa03010","Ribosome",131,0.555903429046986,2.71899942311766,1e-10,3.37e-08,2.6421052631579e-08,2510,"tags=53%, list=15%, signal=46%","51121/219927/6230/64960/6224/6193/6166/6206/65003/6217/6234/6150/6161/9349/2197/6143/6134/6231/6210/51073/6232/6164/6233/6188/11224/6176/6202/55052/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/9553/6205/10573/6128/51264/6152/6191/6168/6194/6133/6136/6159/23521/6208/64928"
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species",185,0.426201933765947,2.20161522732998,4.3339085596405e-10,4.86842394866282e-08,3.81688087182374e-08,3134,"tags=38%, list=19%, signal=32%","3091/4025/4706/572/5781/1535/1350/1345/23683/374291/3265/54539/1329/4694/7381/9446/1645/6655/27089/4715/514/125965/4707/539/4716/1340/1327/7422/4708/4726/4731/1537/7386/4713/873/3845/5291/2353/1728/6654/1147/4722/5604/4728/6389/4696/513/65010/4725/4711/6647/5337/4700/29796/4259/5879/4723/1349/5747/4893/25865/4704/4695/2946/51079/440567/7416/4719/5605/10105/4790"
"hsa05171","hsa05171","Coronavirus disease - COVID-19",183,0.419439223769683,2.16009922790006,3.65213411740247e-10,4.86842394866282e-08,3.81688087182374e-08,3134,"tags=45%, list=19%, signal=37%","6868/51121/6230/1675/6224/3716/6193/6166/6206/6217/6234/6161/9349/2197/6143/6134/6231/6885/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/9636/6142/6229/6144/6189/7311/5291/6158/6175/6203/3921/2353/6132/6772/6181/6209/6160/1147/6137/6125/6135/25873/6169/3576/6170/6157/6223/6227/5610/6141/6122/6124/6205/6128/1536/6152/6191/2162/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/29110/6222/3572/7450/6167/4790"
"hsa05020","hsa05020","Prion disease",235,0.362274047187179,1.9217424355451,2.7798846438479e-08,2.34205281244185e-06,1.83618696212058e-06,4028,"tags=41%, list=24%, signal=32%","81027/4706/572/5705/147700/1535/1350/1345/3915/3799/374291/5685/11047/54539/1329/4694/7381/27089/4715/514/5719/7979/125965/4707/539/4716/1340/1327/4708/4726/5710/5694/4731/1537/7277/7386/4713/5691/3709/5291/5715/5684/4722/5532/1649/5692/4728/64764/6389/4696/513/4725/4711/6647/10383/4700/1536/29796/5567/5879/5689/3303/4723/468/1349/9451/4704/775/4695/51079/440567/7416/4719/3310/1460/10105/6263/90550/4724/5702/517/116444/5566/54205/5530/4701/4689/293/5695/10963/5686/1337/4702/5704/90993/5534"
"hsa04714","hsa04714","Thermogenesis",200,0.370491488718486,1.93212290107798,1.03780135001141e-07,6.99478109907689e-06,5.48396081795502e-06,2996,"tags=38%, list=18%, signal=31%","2182/4706/284184/5564/6197/1350/1345/64223/374291/3265/54539/1329/4694/7381/6655/27089/4715/9551/514/125965/4707/539/4716/1340/1327/6595/4708/23305/4726/1376/388753/6198/55818/4731/1537/7386/4713/3845/11343/6654/4722/521/4728/10632/64764/2778/6389/4696/513/84987/4725/4711/51287/4700/6599/29796/2180/5567/6602/4723/6194/1349/6597/57104/86/2181/4893/10063/4704/4695/51079/440567/23028/28958/4719"
"hsa05012","hsa05012","Parkinson disease",232,0.349426626604104,1.85147144614493,1.89421021880004e-07,9.11926919622307e-06,7.14957541231295e-06,3769,"tags=40%, list=22%, signal=31%","81027/4706/5705/147700/1350/1345/57181/3799/374291/5685/11047/54539/1329/4694/7381/27089/4715/514/5719/7979/125965/4707/539/4716/1340/1327/6233/4708/4726/5710/5694/4731/1537/7277/7386/4713/5691/3709/7311/5715/5684/4722/1649/5692/4728/29985/2778/6389/55669/598/4696/513/808/4725/4711/6647/10383/4700/29796/5567/5689/27429/4723/468/1349/2770/4128/11315/9451/4704/4695/7494/51079/440567/7416/4719/7157/10105/6263/90550/4724/5702/517/7326/7318/5566/54205/4701/7295/293/5695/4891"
"hsa05014","hsa05014","Amyotrophic lateral sclerosis",317,0.316886983884464,1.75222994371099,1.66254064344932e-07,9.11926919622307e-06,7.14957541231295e-06,3003,"tags=31%, list=18%, signal=26%","81027/4706/572/5705/57679/8878/147700/1350/1345/10121/3799/374291/5685/11047/54539/1329/4694/7381/27089/4715/514/5719/7979/125965/55916/4707/539/4716/1340/203228/1327/10189/4708/23225/2733/4726/5710/400916/5694/4731/1537/7277/26100/7386/4713/5691/7133/5715/5684/4722/9972/5532/9821/5289/1649/9973/5692/4728/9217/23279/23064/10133/6389/10452/598/4696/5868/513/4725/4711/6647/5903/10383/51164/4700/29796/5879/5689/4723/468/9818/1349/7175/10762/4928/9451/4704/4695/7494/23165/51079/440567/7416/29110/25981/4719/7157"
"hsa04932","hsa04932","Non-alcoholic fatty liver disease",139,0.405171381107959,2.01073997103998,6.14896621410951e-07,2.30924864104533e-05,1.8104682458297e-05,2996,"tags=37%, list=18%, signal=30%","4706/51094/5564/1350/1345/374291/54539/1329/4694/7381/27089/4715/125965/4707/4716/1340/3953/1327/4708/4726/79602/4731/1537/7386/4713/5291/2353/4722/6256/1649/4728/3576/6389/4696/83737/4725/4711/4700/29796/5879/4723/468/1349/9451/4704/4695/7494/51079/440567/3643/4719"
"hsa05016","hsa05016","Huntington disease",271,0.325918065202788,1.75360424269706,6.16713286926052e-07,2.30924864104533e-05,1.8104682458297e-05,2245,"tags=26%, list=13%, signal=23%","81027/4706/5705/147700/1211/1350/1345/10121/3799/374291/5685/11047/54539/1329/1175/4694/7381/27113/5438/27089/4715/514/5719/7979/163/125965/5441/4707/539/4716/1340/5978/1212/1327/4708/4726/5710/5694/4731/1537/7277/26100/7386/4713/5691/5715/5435/5684/4722/9821/5289/5434/5692/4728/64764/6389/4696/513/3092/4725/4711/6647/10383/51164/4700/25942/29796/5689/5431/4723"
"hsa00190","hsa00190","Oxidative phosphorylation",111,0.42689996390901,2.03595217560939,1.42969908615277e-06,4.81808592033483e-05,3.77741548025626e-05,2996,"tags=43%, list=18%, signal=36%","4706/1350/1345/374291/54539/1329/4694/7381/27089/4715/9551/514/125965/4707/9114/539/4716/1340/1327/64077/4708/4726/4731/1537/7386/4713/8992/4722/521/4728/10632/6389/4696/513/4725/4711/4700/29796/4723/1349/10063/4704/4695/526/51079/440567/23545/4719"
