"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION","REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",91,0.665396558573422,3.07177134730324,1e-10,7.175e-09,5.20394736842105e-09,2981,"tags=73%, list=18%, signal=60%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/2197/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/1936/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/1933/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222"
"REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY",100,0.642788985685359,3.02416091232493,1e-10,7.175e-09,5.20394736842105e-09,2981,"tags=69%, list=18%, signal=57%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/2197/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/440275/6181/6209/6160/6137/6125/1649/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/468/6194/6133/6136/55364/6159/23521/6208/6207/6154/6138/6222"
"REACTOME_INFLUENZA_INFECTION","REACTOME_INFLUENZA_INFECTION","REACTOME_INFLUENZA_INFECTION",154,0.594416344010758,3.02114977494447,1e-10,7.175e-09,5.20394736842105e-09,3197,"tags=60%, list=19%, signal=49%","7514/1211/51121/821/6230/3840/3839/6224/5438/6193/6166/6206/6217/6234/6161/3843/9349/5441/2197/6143/6134/6231/6210/6232/3320/6164/6233/6188/23225/11224/6176/6202/6192/4736/9636/6142/6229/6144/6189/7311/6158/6175/6203/811/3921/6132/3836/6181/5435/6209/6160/6137/6125/9972/5434/6135/23279/25873/6169/6170/6157/6223/6227/5610/6141/6122/6124/6205/5903/6128/6152/6191/5431/6168/3303/6194/9818/6133/6136/6159/23521/6208/7175/10762/4928/23165/6207/6154/6138/6222/5439/6167/2926"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",118,0.624884708221096,2.99870611044852,1e-10,7.175e-09,5.20394736842105e-09,2999,"tags=65%, list=18%, signal=54%","51121/8661/6230/8662/6224/6193/6166/6206/26986/6217/6234/27335/6161/9349/2197/6143/6134/6231/1977/6210/6232/7458/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/6181/6209/6160/6137/6125/8890/6135/25873/6169/6170/8666/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/8668/6194/6133/6136/8664/6159/23521/6208/1975/6207/6154/6138/6222/1978"
"REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM",114,0.622558689435376,2.96013333225176,1e-10,7.175e-09,5.20394736842105e-09,3138,"tags=65%, list=19%, signal=53%","51121/6230/51520/1615/6224/6193/6166/6206/6217/6234/6161/9349/2197/6143/6134/6231/6210/6232/3735/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/7296/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/191/6152/6191/6168/6194/3376/6133/6136/6159/23521/6208/6207/6154/6138/9061/6222/9060/6167/1491"
"REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE","REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE",111,0.608938081945763,2.88449235634391,1e-10,7.175e-09,5.20394736842105e-09,3221,"tags=68%, list=19%, signal=56%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/2197/90701/6143/6134/6231/6210/23480/6232/6164/6233/6188/29927/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6730/6170/6157/6223/6227/6141/6122/6124/6205/6748/6128/6152/6191/6168/60559/6194/6133/6136/6731/6159/23521/6208/6207/6154/10952/6138/6222/23471/6167/6745/9789"
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD","REACTOME_NONSENSE_MEDIATED_DECAY_NMD","REACTOME_NONSENSE_MEDIATED_DECAY_NMD",114,0.603950551770493,2.87165562004938,1e-10,7.175e-09,5.20394736842105e-09,3125,"tags=64%, list=19%, signal=53%","55629/51121/6230/65110/6224/6193/6166/6206/26986/6217/6234/6161/9349/2197/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/2107/3921/6132/6181/6209/6160/5520/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/6194/65109/6133/6136/6159/23521/6208/26019/6207/6154/6138/6222/2935/6167"
"REACTOME_CELLULAR_RESPONSE_TO_STARVATION","REACTOME_CELLULAR_RESPONSE_TO_STARVATION","REACTOME_CELLULAR_RESPONSE_TO_STARVATION",151,0.545346269169857,2.75491718796073,1e-10,7.175e-09,5.20394736842105e-09,3125,"tags=56%, list=19%, signal=46%","51121/6230/64223/6224/55004/6193/6166/6206/6217/6234/6161/9349/2197/9114/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/8992/6189/7311/6158/6175/6203/1968/3921/6132/440275/6181/6209/6160/6137/6125/1649/54468/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/389541/8649/6152/6191/6168/468/6194/6133/6136/55364/6159/23521/6208/526/58528/6207/6154/27244/96459/10670/28956/6138/6222/10542/154743/6167"
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS",163,0.536144217343021,2.75289032177423,1e-10,7.175e-09,5.20394736842105e-09,3022,"tags=54%, list=18%, signal=45%","5705/5721/51121/23032/6230/65110/5685/6224/6193/6166/6206/26986/5719/6217/6234/7979/6161/9349/2197/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/5710/6202/5694/6192/5696/4736/6142/5691/6229/6144/6189/7311/6158/6175/6203/2107/5715/3921/5699/6132/6181/5684/6209/6160/6137/6125/6091/5692/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6923/6128/6152/5689/6191/6168/6194/65109/6133/6136/6159/23521/6208/26019/6207/6154/5711/6138/6222/2935"
"REACTOME_RRNA_PROCESSING","REACTOME_RRNA_PROCESSING","REACTOME_RRNA_PROCESSING",200,0.513302075700856,2.70059939547529,1e-10,7.175e-09,5.20394736842105e-09,3748,"tags=57%, list=22%, signal=45%","10969/9188/51121/6230/57418/6224/6193/22894/6166/6206/6217/6234/6161/9349/2197/6143/54913/6134/6231/6210/6232/56915/6164/6233/6188/27042/11224/4809/6176/10885/27292/6202/6192/4736/6142/55272/23160/27341/130916/6229/6144/2091/6189/10528/7311/115939/6158/6175/6203/3921/81875/22803/23517/51504/6132/6181/6209/6160/6137/23481/6125/92856/55505/6135/25873/6169/6170/6157/6223/6227/55127/6141/6122/6124/6205/60528/6128/6152/6191/51077/6168/6194/6133/6136/54433/8568/6159/23521/6208/11056/27043/54512/90459/6207/81887/6154/23016/11340/6138/9790/6222/9277/6167/79707/8780/4691/8602/55131/117246/51096/28987/5393/6147/6156/23246"
