"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-975956","R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",93,0.667934250761759,3.07842527452608,1e-10,3.69230769230769e-09,2.51551956815115e-09,3125,"tags=72%, list=19%, signal=59%","51121/6230/6224/6193/6166/6206/26986/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/2107/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222/2935/6167"
"R-HSA-72764","R-HSA-72764","Eukaryotic Translation Termination",91,0.668551961672599,3.06582239624797,1e-10,3.69230769230769e-09,2.51551956815115e-09,3125,"tags=74%, list=19%, signal=60%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/2107/3921/51504/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222/2935/6167"
"R-HSA-72689","R-HSA-72689","Formation of a pool of free 40S subunits",99,0.659944213621441,3.06062999313712,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=70%, list=18%, signal=58%","51121/8661/6230/8662/6224/6193/6166/6206/6217/6234/27335/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/8666/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/8668/6194/6133/6136/8664/6159/23521/6208/6207/6154/6138/6222"
"R-HSA-156827","R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression",109,0.645931714586456,3.04712896679928,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=68%, list=18%, signal=56%","51121/8661/6230/8662/6224/6193/6166/6206/26986/6217/6234/27335/6161/9349/6143/6134/6231/1977/6210/6232/7458/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/8666/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/8668/6194/6133/6136/8664/6159/23521/6208/1975/6207/6154/6138/6222"
"R-HSA-156842","R-HSA-156842","Eukaryotic Translation Elongation",90,0.662782910004417,3.04548035551985,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=72%, list=18%, signal=60%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/1936/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/1933/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222"
"R-HSA-192823","R-HSA-192823","Viral mRNA Translation",87,0.669187779858212,3.03566464950508,1e-10,3.69230769230769e-09,2.51551956815115e-09,3197,"tags=75%, list=19%, signal=61%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222/6167/2926"
"R-HSA-2408557","R-HSA-2408557","Selenocysteine synthesis",91,0.657057485102146,3.01311142429199,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=69%, list=18%, signal=57%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222"
"R-HSA-156902","R-HSA-156902","Peptide chain elongation",87,0.66194825528247,3.00282368991903,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=72%, list=18%, signal=60%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/6194/6133/6136/6159/23521/6208/6207/6154/6138/6222"
"R-HSA-72613","R-HSA-72613","Eukaryotic Translation Initiation",117,0.622248045332809,2.97817343621426,1e-10,3.69230769230769e-09,2.51551956815115e-09,2999,"tags=65%, list=18%, signal=54%","51121/8661/6230/8662/6224/6193/6166/6206/26986/6217/6234/27335/6161/9349/6143/6134/6231/1977/6210/6232/7458/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/6181/6209/6160/6137/6125/8890/6135/25873/6169/6170/8666/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/8668/6194/6133/6136/8664/6159/23521/6208/1975/6207/6154/6138/6222/1978"
"R-HSA-72737","R-HSA-72737","Cap-dependent Translation Initiation",117,0.622248045332809,2.97817343621426,1e-10,3.69230769230769e-09,2.51551956815115e-09,2999,"tags=65%, list=18%, signal=54%","51121/8661/6230/8662/6224/6193/6166/6206/26986/6217/6234/27335/6161/9349/6143/6134/6231/1977/6210/6232/7458/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/6181/6209/6160/6137/6125/8890/6135/25873/6169/6170/8666/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/8668/6194/6133/6136/8664/6159/23521/6208/1975/6207/6154/6138/6222/1978"
"R-HSA-2408522","R-HSA-2408522","Selenoamino acid metabolism",113,0.619825153455836,2.97339973247014,1e-10,3.69230769230769e-09,2.51551956815115e-09,3138,"tags=65%, list=19%, signal=53%","51121/6230/51520/1615/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/3735/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/3921/6132/6181/6209/6160/6137/7296/6125/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/191/6152/6191/6168/6194/3376/6133/6136/6159/23521/6208/6207/6154/6138/9061/6222/9060/6167/1491"
"R-HSA-9633012","R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency",99,0.639997247840166,2.96812174701244,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=69%, list=18%, signal=57%","51121/6230/6224/6193/6166/6206/6217/6234/6161/9349/6143/6134/6231/6210/6232/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/440275/6181/6209/6160/6137/6125/1649/6135/25873/6169/6170/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/468/6194/6133/6136/55364/6159/23521/6208/6207/6154/6138/6222"
"R-HSA-72706","R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",110,0.626812428759174,2.96810834045081,1e-10,3.69230769230769e-09,2.51551956815115e-09,2981,"tags=66%, list=18%, signal=55%","51121/8661/6230/8662/6224/6193/6166/6206/6217/6234/27335/6161/9349/6143/6134/6231/1977/6210/6232/7458/6164/6233/6188/11224/6176/6202/6192/4736/6142/6229/6144/6189/7311/6158/6175/6203/1968/3921/6132/6181/6209/6160/6137/6125/6135/25873/6169/6170/8666/6157/6223/6227/6141/6122/6124/6205/6128/6152/6191/6168/8668/6194/6133/6136/8664/6159/23521/6208/1975/6207/6154/6138/6222"
