ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0000819	sister chromatid segregation	53/316	250/18614	7.58768287359759e-43	2.16186833166049e-39	1.96275785061709e-39	CENPK/MZT1/ESCO2/SPC24/TTK/KIF15/FBXO5/PRC1/SPC25/AURKB/NCAPH/SMC2/NCAPG/BUB1/CCNB1/ESPL1/BUB3/TOP2A/BIRC5/NUF2/TUBG1/CEP97/DLGAP5/GEN1/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/RMI2/SMC4/NDC80/KIF14/CDCA8/TACC3/KIF23/PSRC1/KIFC1/PLK1/INCENP/KIF2C/CENPE/KIF11/BRD7/MYBL2/KIF4B/UBE2C/NEK2/KIF4A/NUSAP1/CDK5RAP2	53
BP	GO:0007059	chromosome segregation	65/316	435/18614	1.36352464942321e-42	2.16186833166049e-39	1.96275785061709e-39	CENPK/MZT1/ESCO2/SPC24/TTK/KIF15/FBXO5/PRC1/SPC25/OIP5/AURKB/NCAPH/TUBGCP3/CENPW/SMC2/NCAPG/CENPQ/BUB1/CCNB1/SKA1/ESPL1/BUB3/TOP2A/BIRC5/CCNB2/NUF2/TUBG1/CEP97/DLGAP5/GEN1/HAUS8/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/RMI2/SMC4/NDC80/KIF14/CDCA8/TACC3/SKA2/KIF23/PSRC1/KIFC1/PLK1/INCENP/KIF2C/CENPE/KIF11/ASPM/BRD7/CENPN/MYBL2/KIF4B/UBE2C/NEK2/KIF4A/NUSAP1/ECT2/CDK5RAP2/TEX11	65
BP	GO:0140014	mitotic nuclear division	55/316	286/18614	4.8569076369e-42	5.1337513722033e-39	4.66092715330579e-39	CENPK/FBXO43/MZT1/ESCO2/SPC24/TTK/KIF15/FBXO5/IGF2/PRC1/SPC25/AURKB/NCAPH/SMC2/ANLN/PKMYT1/NCAPG/BUB1/CCNB1/ESPL1/BUB3/BIRC5/NUF2/TUBG1/CEP97/DLGAP5/GEN1/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/SMC4/NDC80/KIF14/CDCA8/KIF23/PSRC1/KIFC1/BORA/PLK1/INCENP/KIF2C/CENPE/KIF11/SPHK1/MYBL2/KIF4B/UBE2C/NEK2/KIF4A/NUSAP1/CDK5RAP2	55
BP	GO:0000070	mitotic sister chromatid segregation	48/316	199/18614	1.13110076686715e-41	8.96680132933933e-39	8.14094894047804e-39	CENPK/MZT1/ESCO2/SPC24/TTK/KIF15/FBXO5/PRC1/SPC25/AURKB/NCAPH/SMC2/NCAPG/BUB1/CCNB1/ESPL1/BUB3/BIRC5/NUF2/TUBG1/CEP97/DLGAP5/GEN1/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/SMC4/NDC80/KIF14/CDCA8/KIF23/PSRC1/KIFC1/PLK1/INCENP/KIF2C/CENPE/KIF11/MYBL2/KIF4B/NEK2/KIF4A/NUSAP1/CDK5RAP2	48
BP	GO:0098813	nuclear chromosome segregation	58/316	339/18614	2.43544045772644e-41	1.54455633829011e-38	1.40230097934354e-38	CENPK/MZT1/ESCO2/SPC24/TTK/KIF15/FBXO5/PRC1/SPC25/AURKB/NCAPH/SMC2/NCAPG/CENPQ/BUB1/CCNB1/ESPL1/BUB3/TOP2A/BIRC5/CCNB2/NUF2/TUBG1/CEP97/DLGAP5/GEN1/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/RMI2/SMC4/NDC80/KIF14/CDCA8/TACC3/KIF23/PSRC1/KIFC1/PLK1/INCENP/KIF2C/CENPE/KIF11/ASPM/BRD7/MYBL2/KIF4B/UBE2C/NEK2/KIF4A/NUSAP1/ECT2/CDK5RAP2/TEX11	58
BP	GO:0000280	nuclear division	63/316	450/18614	1.68926876030406e-39	8.92778539820697e-37	8.10552642005545e-37	CENPK/RAD51AP1/FBXO43/MZT1/ESCO2/SPC24/LIF/TTK/KIF15/FBXO5/IGF2/PRC1/SPC25/AURKB/NCAPH/SMC2/ANLN/PKMYT1/NCAPG/BUB1/CCNB1/ESPL1/BUB3/TOP2A/BIRC5/CCNB2/NUF2/TUBG1/CEP97/DLGAP5/GEN1/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/SMC4/NDC80/KIF14/CDCA8/KIF23/PSRC1/KIFC1/BORA/PLK1/INCENP/KIF2C/CENPE/KIF11/ASPM/TDRKH/SPHK1/MYBL2/KIF4B/UBE2C/NEK2/KIF4A/NUSAP1/CDK5RAP2/CKS2/TEX11	63
BP	GO:0048285	organelle fission	63/316	497/18614	7.24197371157977e-37	3.28061409134564e-34	2.97846587987529e-34	CENPK/RAD51AP1/FBXO43/MZT1/ESCO2/SPC24/LIF/TTK/KIF15/FBXO5/IGF2/PRC1/SPC25/AURKB/NCAPH/SMC2/ANLN/PKMYT1/NCAPG/BUB1/CCNB1/ESPL1/BUB3/TOP2A/BIRC5/CCNB2/NUF2/TUBG1/CEP97/DLGAP5/GEN1/RACGAP1/SPAG5/KIF18A/KIF18B/STAG1/SMC3/NCAPG2/SMC4/NDC80/KIF14/CDCA8/KIF23/PSRC1/KIFC1/BORA/PLK1/INCENP/KIF2C/CENPE/KIF11/ASPM/TDRKH/SPHK1/MYBL2/KIF4B/UBE2C/NEK2/KIF4A/NUSAP1/CDK5RAP2/CKS2/TEX11	63
BP	GO:0007051	spindle organization	41/316	198/18614	9.36623698685994e-33	3.71254218566661e-30	3.37061291566605e-30	MZT1/TTK/KIF15/FBXO5/PRC1/SPC25/AURKB/TUBGCP3/CCNB1/ESPL1/BIRC5/PLK2/CCNB2/NUF2/TUBG1/CEP97/DLGAP5/HAUS8/RACGAP1/SPAG5/CEP120/STAG1/SMC3/NDC80/CDCA8/TACC3/WDR62/KIF23/PSRC1/KIFC1/BORA/PLK1/INCENP/CENPE/KIF11/ASPM/TPPP/MYBL2/KIF4B/NEK2/KIF4A	41
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	35/316	161/18614	7.71840466547577e-29	2.71945124380263e-26	2.46898675556447e-26	MZT1/TTK/KIF15/PRC1/SPC25/AURKB/CCNB1/ESPL1/BIRC5/PLK2/NUF2/TUBG1/CEP97/DLGAP5/RACGAP1/STAG1/SMC3/NDC80/CDCA8/TACC3/WDR62/KIF23/PSRC1/KIFC1/BORA/PLK1/INCENP/CENPE/KIF11/MYBL2/KIF4B/NEK2/KIF4A/NUSAP1/CDK5RAP2	35
BP	GO:0007052	mitotic spindle organization	32/316	130/18614	2.75832157062737e-28	8.74663770045941e-26	7.94106262701671e-26	MZT1/TTK/KIF15/PRC1/SPC25/AURKB/CCNB1/BIRC5/PLK2/NUF2/TUBG1/CEP97/DLGAP5/RACGAP1/STAG1/SMC3/NDC80/CDCA8/TACC3/WDR62/KIF23/PSRC1/KIFC1/BORA/PLK1/INCENP/CENPE/KIF11/MYBL2/KIF4B/NEK2/KIF4A	32
