"","x"
"NDN",0.879554575614969
"WIPF3",0.988283601995035
"CXADR",0.681946897271475
"P2RX5",0.673838855932134
"ZFP112",0.889135445781792
"DPY19L4",0.644361405959356
"ST8SIA1",0.796486845107415
"PTGR2",0.947591017739825
"PRSS21",0.720436470075309
"UNG",0.760216946545717
"SLC2A10",0.981067344913259
"KLHDC1",0.884342342496847
"ACACB",0.5434509012943
"ZNF711",0.779359146963083
"SPHAR",0.497855742459129
"FAM47E",0.605224692486428
"LRG1",0.585100211200681
"ZNF69",0.720219484088326
"OAF",0.950785339250292
"ANKRD36BP2",0.541730180254006
"RASGEF1A",0.939274213192473
"CCDC8",0.495134500551929
"CDCA7",0.709360159794838
"FBLN1",0.742818933351959
"SNHG4",0.785329800301194
"IL7",0.838337522151872
"ZNF404",0.789663156766238
"TPD52",0.519503483713273
"SCARB2",0.942054753150834
"KDELC2",0.649020503777539
"SLC10A4",0.506204673580206
"PALM",0.695989719156382
"DPPA4",0.830065374443282
"ZNF610",0.698627751214411
"ZNF248",0.523689205299908
"LOC100507433",0.903397937695817
"HPDL",0.880958368272266
"SAMD13",0.76485921326377
"MAP2K6",0.671472794783344
"GORAB",0.937700048174459
"FZD3",0.65804834975382
"ZNF502",0.579584987283141
"FAM171A1",0.588416079378492
"TMEM14A",0.545652674740525
"LOC646762",0.920118933484325
"OSBPL7",0.828701100412623
"STAC",0.988013885356958
"RAG2",0.965440902163634
"KIT",0.68775874738213
"MAGEF1",0.630649938701288
"CDK6",0.911141419728295
"LOC100506433",0.932872827394188
"SAMD10",0.726823758914324
"WNK2",0.793816588634229
"THEM4",0.619325263033129
"IFFO2",0.664786737144392
"GPC6",0.874169484595586
"ZNF334",0.817760483067664
"GK5",0.775705100226493
"CECR5",0.826844504867077
"SLC29A2",0.757124235815569
"EEF1E1",0.787480927492364
"ZNF485",0.550217336631248
"GLRB",0.973344695923365
"ABHD14A",0.519070326619386
"PHF6",0.567592102210059
"TSPYL5",0.555242327205836
"PAR5",0.783726104682649
"DZANK1",0.678379618019141
"C17orf96",0.980604943606073
"C9orf125",0.880390108177506
"RNF207",0.877049228884208
"NTN1",0.788859948400739
"BBS2",0.836570039209151
"CASD1",0.71687042987176
"PDE6B",0.623144537036308
"HTR1F",0.698410249514734
"E2F5",0.813006192773985
"NEO1",0.582411018043403
"ACP6",0.561918206549159
"EDNRB",0.836111858363331
"SOX21",0.87593186044743
"APOE",0.577898057256563
"PMEPA1",0.975131299628345
"TMEM177",0.647631258944879
"DIS3L",0.923752630832756
"TTC40",0.734156971073841
"AGFG2",0.688553441318651
"FAM35A",0.587934493720673
"SCAI",0.575341606108784
"OSBPL1A",0.847864692578316
"MGAT4A",0.889974821309059
"XPA",0.653359160656801
"TMEM144",0.770421314105828
"XAF1",0.587721488469133
"DDN",0.679050233026899
"ZAR1",0.975719215193386
"MPV17L",0.706924523690889
"KHDRBS3",0.987591543705453
"CCNJ",0.960601431482733
"GPR56",0.842200752123072
"UBE2D1",0.750651379324744
"NSMAF",0.75417394199792
"AFAP1L1",0.902243832045859
"TXNRD3",0.6408112163506
"SLC5A3",0.630709704217579
"PRRG1",0.944732863582191
"ERO1L",0.808184909366203
"SACS",0.518566683603435
"TMEM97",0.547593916026922
"TRAF5",0.886492776324892
"HOXA10",0.963686725394346
"PANK1",0.801909415413896
"PRORSD1P",0.701075943357139
"FGFR1",0.932943803101642
"GCSH",0.884934618858926
"MAGED1",0.580979766684499
"PCYOX1",0.76246090359313
"TIFA",0.674600568233557
"CGREF1",0.92917620817269
"MTHFS",0.836579136139588
"NHLRC3",0.515371114012509
"ZNF285",0.979636166204547
"USP13",0.938909891982923
"GNA15",0.588025182103625
"LOC100131067",0.984541021454071
"TOM1L1",0.94210229569874
"ZNF93",0.606872186447216
"POLR3G",0.884371914280558
"TMEM107",0.936558194629657
"ESRRG",0.927128105528221
"TTC39C",0.957616169769004
"LHFP",0.759188024890881
"LOC100288432",0.704796964024195
"HILPDA",0.535373976356862
"SYCP1",0.91470788304215
"FAM45B",0.946840993369325
"NPM1",0.579866957682983
"DIXDC1",0.905058215559768
"LOC100505687",0.881976706816589
"USP40",0.772143568308943
"FAM120C",0.892537317524259
"SEC14L3",0.579286381336834
"CASP6",0.786981922987345
"DIMT1",0.77616541240123
"GRAMD1A",0.605473391853638
"THRB",0.601385406608675
"SEPN1",0.628892512164146
"ME2",0.932526532657837
"DFNB59",0.965687109756736
"ZNF124",0.941796097260348
"CERS6",0.760426587570304
"ARHGAP15",0.918708546922582
"SLC9A2",0.989237087529149
"APPL1",0.721593471543328
"MSRB3",0.836981908697159
"FAM82B",0.575000802051754
"TTC19",0.564593106974249
"EFCAB4B",0.574842592540948
"CSRP1",0.883312479011841
"PODXL2",0.776254757870076
"ZXDB",0.852882069554165
"KCNQ5",0.936558072527533
"LRRC37BP1",0.933958956569052
"NCF4",0.912558676695942
"FAM174A",0.836846609131796
"LOC286467",0.501892411932053
"EIF4E3",0.640135963390464
"MARVELD1",0.718080748833129
"RNF170",0.557554315460753
"LOC730101",0.833422848791845
"TBC1D4",0.510277932110663
"SPIN3",0.9324963286483
"MEX3A",0.908917967319709
"ZNF470",0.982402165724484
"TRIM29",0.88735430816878
"PLEKHG1",0.531024094581535
"RNF130",0.876270673771002
"MGST2",0.808893500739139
"CNRIP1",0.685188459011418
"LYPLA1",0.890395133805595
"RRN3P1",0.934652848020978
"C2CD2",0.948242769232504
"RAB34",0.907943679355691
"ABHD15",0.955452571330036
"KIAA1804",0.981037468160498
"PATZ1",0.58293831594106
"ARNTL2",0.826651741619715
"PIEZO2",0.886952746586994
"RAPH1",0.887034292361322
"SGPP1",0.945198642165581
"LOC646851",0.848570710287993
"EFHA2",0.973073291292271
"FSCN1",0.73107475615061
"REC8",0.62293441180614
"GJD3",0.966835017330551
"SLC25A23",0.640681986798258
"FAM136A",0.603520811558211
"HIBCH",0.961835557808489
"SPIN1",0.80447752511886
"LDHA",0.969167477809618
"MIPEP",0.553263129433901
"SGSM2",0.550645081886659
"CYP4V2",0.529055842665404
"DFNB31",0.949855441717465
"LY6E",0.949307951269906
"LOC100652846",0.964611349652463
"BDH2",0.862128110228807
"ALDH7A1",0.82502944521802
"EFHD2",0.819297871892745
"GAMT",0.579216629848299
"LOC148189",0.505781858644478
"FZD6",0.889509981463209
"IFI44",0.582463601695114
"SLC39A14",0.898176509093166
"FLJ34208",0.96696136744911
"OPN3",0.595070312703875
"CCDC165",0.568915131575612
"SLC27A5",0.834354736950598
"ERLIN1",0.733292570626371
"AKR1C3",0.5393637463055
"ZXDA",0.971197540508265
"LOC100507501",0.979144267600183
"C2orf72",0.679424539790313
"KIAA0895",0.554972651652771
"ABO",0.645491222702742
"TFAP4",0.806285797388661
"CYP7B1",0.794561412619944
"LOC100505715",0.547960122175901
"FAM89A",0.801676940496421
"PIGZ",0.882024067962009
"RAPGEF5",0.532184105315068
"TMTC4",0.555221078000553
"ZDHHC20",0.799742302012956
"SPATS2",0.695408188564035
"C7orf29",0.498253862307167
"GNG2",0.945821339202115
"ZMYM3",0.67524943206897
"PCSK4",0.539969340465273
"PHACTR2",0.897896119453225
"MBLAC2",0.597060089803882
"SLC35F2",0.884979278276511
"PARP8",0.551943441846938
"LRRC6",0.653668325169228
"GIMAP2",0.519669429675474
"SOX4",0.969086987076858
"SMYD2",0.715902540722948
"PTPN13",0.870711958022909
"TRIM32",0.842598899662092
"STMN3",0.977318103744632
"LIMD1",0.705535804076252
"BLMH",0.838767252486053
"LOC730102",0.773972201916262
"ACADSB",0.984043537583516
"GPR68",0.973189769425196
"DPP4",0.506198475034307
"TERT",0.965621849783132
"RALB",0.522097172926548
"ZNF496",0.936451779425735
"CBX1",0.639276978533459
"WDR27",0.879124484273042
"PPP1R26",0.955038868522497
"TAMM41",0.650837938305761
"IGLL1",0.859049674839453
"NME7",0.50285349225693
"FBXL17",0.708924245480975
"ARHGAP4",0.883519637923261
"SOCS6",0.951408087241569
"TBC1D9B",0.772436704713402
"IMPDH1",0.800666870834206
"PGRMC1",0.985558904735909
"ZMYM6NB",0.962417212318001
"PFKFB4",0.691363442105559
"LINC00032",0.903609861805765
"ATM",0.684411543227904
"CDSN",0.977295734282902
"FKBP7",0.844020088413795
"ARL10",0.927949802228656
"MPP6",0.9392108156125
"NT5C3L",0.499126419101276
"C9orf21",0.842736340234495
"AMOTL1",0.852391939778046
"FAM162B",0.738210890933231
"LRP8",0.802378157009984
"VAV3",0.526478505285143
"LOC729683",0.981343218871154
"SDHAP3",0.749860128047459
"CITED1",0.564221917068373
"GNPNAT1",0.967031106470737
"C1orf233",0.965736874427141
"MCMBP",0.716248734658453
"FAM154B",0.775510445254391
"MCF2L2",0.720329040565244
