ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-9013149	RAC1 GTPase cycle	43/1240	185/10955	2.73500882670829e-06	0.00238722883794132	0.00236266559799211	WIPF3/ARHGAP15/NCF4/PLEKHG1/ARHGAP4/VAV3/DEF6/ARHGEF11/PKN1/JAG1/CYFIP1/BCR/ARHGAP39/IQGAP1/ARHGDIB/FMNL1/ABL2/GIT1/PAK2/DOCK9/ABR/ARHGAP20/SH3BP1/ARHGAP44/ARHGAP5/DOCK2/DOCK1/NCKAP1/ARHGEF7/MPP7/CDC42BPA/SOS1/WAS/TRIO/ARHGAP1/WIPF1/VAV1/MCF2/GMIP/DOCK6/ARHGAP9/CYBA/BAIAP2	43
R-HSA-9012999	RHO GTPase cycle	83/1240	449/10955	3.35756517291325e-06	0.00238722883794132	0.00236266559799211	WIPF3/ARHGAP15/NCF4/PLEKHG1/EFHD2/PTPN13/ARHGAP4/VAV3/SLC4A7/PLXND1/RAC3/FAM169A/DEF6/ARHGEF11/DIAPH2/ARHGDIG/CSK/ROCK2/PKN1/JAG1/CCT6A/CPNE8/CYFIP1/BCR/ARHGAP39/IQGAP1/SOWAHC/ARHGDIB/JUP/DNMBP/FMNL1/NCK2/LRRC1/PEAK1/RND2/MYO6/ABL2/GIT1/DSG2/EPSTI1/PAK2/RHOH/DOCK9/ABR/ARHGAP20/SH3BP1/STBD1/ARHGEF17/ARHGAP44/SH3PXD2A/ARHGAP5/DOCK2/GOPC/DOCK1/RHOG/RHOBTB1/NCKAP1/ARHGEF7/MPP7/MYO9A/CPD/RTKN/CDC42BPA/SOS1/CKB/WAS/FGD3/SCRIB/TRIO/ARHGAP1/TMEM87A/RHOBTB2/WIPF1/VAV1/MCF2/GMIP/DOCK6/ACTN1/ARHGAP9/CYBA/CCDC115/BAIAP2/HSP90AB1	83
R-HSA-9013148	CDC42 GTPase cycle	36/1240	155/10955	1.77002286306715e-05	0.00731755668126829	0.00724226314520372	WIPF3/PLEKHG1/ARHGAP4/VAV3/DEF6/ARHGEF11/ARHGDIG/CPNE8/BCR/ARHGAP39/IQGAP1/ARHGDIB/JUP/DNMBP/FMNL1/GIT1/PAK2/DOCK9/ABR/ARHGAP20/ARHGAP44/SH3PXD2A/ARHGAP5/ARHGEF7/CDC42BPA/WAS/FGD3/SCRIB/TRIO/ARHGAP1/WIPF1/MCF2/GMIP/DOCK6/ARHGAP9/BAIAP2	36
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	13/1240	32/10955	2.05838443917533e-05	0.00731755668126829	0.00724226314520372	ITPR3/PIK3CD/PTPN6/SH3KBP1/SYK/PLCG2/LYN/ORAI2/ORAI1/CALM1/SOS1/VAV1/AHCYL1	13
R-HSA-70263	Gluconeogenesis	13/1240	35/10955	6.3163376942611e-05	0.0179381103064159	0.0177535372564054	G6PC3/GPI/SLC25A10/PGAM1/ENO3/MDH1/PGK1/GAPDHS/PGK2/GAPDH/ENO1/ALDOC/PCK1	13
R-HSA-71387	Metabolism of carbohydrates	56/1240	297/10955	7.56882291409952e-05	0.0179381103064159	0.0177535372564054	GPC6/ABO/PFKFB4/PRKACB/SLC26A1/FUT4/G6PC3/GPI/HS6ST1/HK2/SDC4/GYG1/SLC25A10/RPE/PFKP/B4GALT6/PGAM1/HGSNAT/CHST3/ENO3/HEXA/HS2ST1/IDS/GALE/SLC35D2/MDH1/RBKS/GYS2/ADPGK/B3GALT6/CHST14/PGK1/GAPDHS/PAPSS2/PGK2/FUT2/NDST1/PYGL/GAPDH/PGD/GBE1/CALM1/PGLS/GYG2/FUT11/ENO1/UGP2/CHST13/SLC26A2/SORD/ALDOC/PCK1/PGM1/CHST5/TKT/B4GALT2	56
R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	6/1240	11/10955	0.000579750433624536	0.0967802990160868	0.0957844842582782	PSEN2/JAG1/APH1B/NOTCH4/APH1A/YWHAZ	6
R-HSA-9013423	RAC3 GTPase cycle	22/1240	94/10955	0.000651108066664012	0.0967802990160868	0.0957844842582782	ARHGAP15/NCF4/RAC3/JAG1/CYFIP1/BCR/ARHGAP39/ARHGDIB/ABL2/GIT1/DSG2/PAK2/ABR/STBD1/ARHGAP5/NCKAP1/MPP7/TRIO/ARHGAP1/MCF2/CYBA/BAIAP2	22
R-HSA-9013404	RAC2 GTPase cycle	21/1240	88/10955	0.000651855124156268	0.0967802990160868	0.0957844842582782	NCF4/VAV3/DEF6/CYFIP1/BCR/ARHGAP39/IQGAP1/GIT1/DSG2/PAK2/ABR/STBD1/DOCK2/DOCK1/NCKAP1/MPP7/TRIO/ARHGAP1/VAV1/MCF2/CYBA	21
R-HSA-2871809	FCERI mediated Ca+2 mobilization	11/1240	33/10955	0.000680592820084998	0.0967802990160868	0.0957844842582782	VAV3/ITPR3/SYK/PLCG2/LYN/CALM1/SOS1/LCP2/PPP3CA/VAV1/AHCYL1	11
