ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
R-HSA-72766	Translation	166/2370	292/11009	1.6199233629088e-40	2.4477042013552e-37	2.06497599208691e-37	PPA2/PPA1/MRPL1/FARSB/RPL22L1/NARS2/VARS2/MRPS26/MRPL16/MRPL3/MRPS25/CARS2/SARS2/MRPL17/MRPL15/SRP9/PTCD3/SPCS3/MRPS27/MARS2/EIF2B3/AARS2/MRPL19/RPL10A/MRPS35/MRPL30/RPL22/MRPL11/MRPL39/SRPRB/WARS2/TARS2/EARS2/MRPS33/MRPL13/MRPL35/MRPS34/MTIF2/MRPS28/MRPS30/RPL12/RPL3/MRPS23/DARS2/RPL5/LARS2/MRPL42/EIF3M/SSR1/MRPL9/EIF4EBP1/AIMP1/OXA1L/RPL23/RPSA/RPL36A/EEF1B2/MRPS2/EIF1AX/RPS4X/MRPL12/GFM2/MRPL46/RPS23/RPL15/RPL6/EIF2B1/RPS2/RPS6/RPS3A/MRPS10/TSFM/RPL26L1/MRPL4/MRPS18B/MRPS31/RPL37A/GFM1/RPS18/MRPL34/MRPL51/RPL26/MRPS15/RPL4/MRPL40/MRPS11/RPS20/RPL14/RPL10/RPLP0/EIF3L/RPL27/RPL37/EIF2S3/RPS16/EIF2B5/RPS21/MRPL32/EIF2B2/RPL35/RPL23A/RPL29/FARS2/RARS2/RPS5/EIF3F/RPS3/RPS13/SRP68/RPL32/RPS27A/MRPL48/MRPL47/RPL11/RPS9/RPL34/DDOST/MRPL38/RPS8/MRPL37/SSR3/N6AMT1/RPL27A/EEF1G/RPL7A/RPL19/RPS29/RPN2/EIF3G/RPL31/MRPS7/RPL13/RPLP1/EIF4H/DAP3/MRPS18A/MRPL2/MRPS14/RPL7/RPL30/EEF1A1/MRPL44/FARSA/RPL18A/MRPL10/EIF5B/EIF3D/RPS14/MRPL21/MRPL43/MRPS21/AIMP2/RPL28/SPCS1/EIF3I/RPL8/RPS24/RPS25/EIF3B/RPN1/MRPL22/RPS15/MRPS5/SPCS2/MRPS16/HARS2	166
R-HSA-6791226	Major pathway of rRNA processing in the nucleolus and cytosol	115/2370	185/11009	2.5291084878538e-33	1.91074146257354e-30	1.61197388357418e-30	MPHOSPH6/RIOK2/RPL22L1/LTV1/EXOSC8/WDR3/RRP9/PDCD11/NOB1/UTP20/EXOSC2/NOP58/WDR36/NOP56/WDR75/RPL10A/WDR43/RPL22/PELP1/WDR12/NOP14/EXOSC7/LAS1L/EXOSC10/EXOSC5/RPL12/RPL3/RBM28/UTP18/RPL5/FBL/BOP1/TSR1/RPP30/NCL/GNL3/RIOK1/KRR1/RPL23/RPSA/DIS3/UTP15/RPL36A/RPS4X/UTP6/EXOSC3/XRN2/RPS23/RPL15/RPL6/RPS2/UTP14A/RPS6/RPS3A/DHX37/RPL26L1/EBNA1BP2/RPL37A/RPS18/MPHOSPH10/RPL26/NOC4L/RPL4/RPS20/RPL14/EMG1/RPL10/EXOSC1/RPLP0/RPL27/RPL37/RPS16/RPS21/RPL35/RPL23A/FTSJ3/RPL29/RPS5/BYSL/RPS3/ERI1/RPS13/RPL32/RPS27A/NOL12/FCF1/RPL11/RPS9/RPL34/PES1/RPS8/RPL27A/RPL7A/WDR18/SENP3/RPL19/RPS29/RRP7A/NOL9/RPL31/UTP14C/RPL13/RPLP1/DDX21/RPL7/RPL30/TBL3/RPL18A/RPP21/RPS14/RPL28/RPL8/RPS24/RPS25/RPS15	115
R-HSA-72312	rRNA processing	121/2370	205/11009	6.94884797379253e-32	3.19351280936032e-29	2.69416838770793e-29	MPHOSPH6/RIOK2/RPL22L1/LTV1/EXOSC8/WDR3/RRP9/PDCD11/NOB1/UTP20/EXOSC2/NOP58/WDR36/TFB1M/NOP56/MRM1/WDR75/RPL10A/WDR43/RPL22/PELP1/WDR12/NOP14/EXOSC7/LAS1L/NOP2/EXOSC10/EXOSC5/RPL12/RPL3/RBM28/UTP18/RPL5/FBL/BOP1/TSR1/RPP30/NCL/GNL3/RIOK1/KRR1/RPL23/RPSA/DIS3/UTP15/RPL36A/RPS4X/UTP6/EXOSC3/NSUN4/XRN2/RPS23/RPL15/RPL6/RPS2/UTP14A/NHP2/RPS6/RPS3A/DHX37/RPL26L1/EBNA1BP2/RPL37A/RPS18/MPHOSPH10/RPL26/NOC4L/RPL4/RPS20/RPL14/EMG1/RPL10/EXOSC1/RPLP0/RPL27/RPL37/RPS16/RPS21/RPL35/RPL23A/FTSJ3/RPL29/RPS5/BYSL/RPS3/ERI1/RPS13/RPL32/RPS27A/NOL12/FCF1/RPL11/RPS9/RPL34/PES1/RPS8/RPL27A/RPL7A/WDR18/SENP3/RPL19/RPS29/RRP7A/NOL9/RPL31/UTP14C/RPL13/RPLP1/DDX21/RPL7/RPL30/TBL3/RPL18A/RPP21/RPS14/RPL28/RPL8/RPS24/RPS25/RPS15/HSD17B10	121
R-HSA-8868773	rRNA processing in the nucleus and cytosol	117/2370	195/11009	8.45403788050383e-32	3.19351280936032e-29	2.69416838770793e-29	MPHOSPH6/RIOK2/RPL22L1/LTV1/EXOSC8/WDR3/RRP9/PDCD11/NOB1/UTP20/EXOSC2/NOP58/WDR36/NOP56/WDR75/RPL10A/WDR43/RPL22/PELP1/WDR12/NOP14/EXOSC7/LAS1L/NOP2/EXOSC10/EXOSC5/RPL12/RPL3/RBM28/UTP18/RPL5/FBL/BOP1/TSR1/RPP30/NCL/GNL3/RIOK1/KRR1/RPL23/RPSA/DIS3/UTP15/RPL36A/RPS4X/UTP6/EXOSC3/XRN2/RPS23/RPL15/RPL6/RPS2/UTP14A/NHP2/RPS6/RPS3A/DHX37/RPL26L1/EBNA1BP2/RPL37A/RPS18/MPHOSPH10/RPL26/NOC4L/RPL4/RPS20/RPL14/EMG1/RPL10/EXOSC1/RPLP0/RPL27/RPL37/RPS16/RPS21/RPL35/RPL23A/FTSJ3/RPL29/RPS5/BYSL/RPS3/ERI1/RPS13/RPL32/RPS27A/NOL12/FCF1/RPL11/RPS9/RPL34/PES1/RPS8/RPL27A/RPL7A/WDR18/SENP3/RPL19/RPS29/RRP7A/NOL9/RPL31/UTP14C/RPL13/RPLP1/DDX21/RPL7/RPL30/TBL3/RPL18A/RPP21/RPS14/RPL28/RPL8/RPS24/RPS25/RPS15	117
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	148/2370	285/11009	2.87210137043354e-30	8.67949034145015e-28	7.3223468623053e-28	NUP210/SNRPD1/NUP43/NUP35/PNN/PPIL1/SRSF7/SNRPF/THOC3/NUP107/CSTF2/TCERG1/LSM5/SNRPE/THOC1/NUP160/NUP85/NUP205/NUP37/PPIH/NUP155/SNRNP40/CPSF3/NUDT21/SRSF1/SNRNP48/SRSF2/GTF2F2/CSTF2T/PPIL3/GPATCH1/NUP54/THOC6/HNRNPA1/SNRPB/RBMX/NUP93/ALYREF/MAGOHB/NCBP2/RBMX2/SEH1L/GCFC2/SNRPA/HNRNPH1/PPIE/FUS/SLBP/WDR70/HNRNPD/SNRNP70/HNRNPR/HNRNPA3/NUP133/SNRPC/SRSF3/SNRPA1/SRSF10/LSM4/LSM2/DDX46/SRRM1/LSM6/NCBP1/BUD13/PLRG1/SNRPD3/METTL3/NUP188/HNRNPU/EFTUD2/SNRPG/U2SURP/CWC27/U2AF1/CDC5L/PPWD1/METTL14/CPSF6/SF3A3/DHX15/TRA2B/POLR2G/PRPF3/CPSF1/SRSF6/PRPF4B/LSM3/RBM17/DDX23/CWC22/UPF3B/PPIG/PRPF38A/RNF113A/MAGOH/AQR/HNRNPL/HNRNPA2B1/SNRNP200/CDC40/POLR2H/PRPF40A/THOC7/HNRNPM/PRPF19/FIP1L1/ZRSR2/CPSF7/PPIL2/SNRNP25/RBM25/MFAP1/SRRT/DDX39A/TPR/CTNNBL1/SF3B2/SMU1/RNPC3/BCAS2/ZCRB1/PRPF31/POLR2K/DDX41/DHX35/SARNP/CCAR1/PPIL4/POLR2F/THOC5/AAAS/HSPA8/ISY1/PPP1R8/POM121/WDR33/SNRPD2/RBM10/PABPN1/SF3A2/SRSF5/GTF2F1/EIF4A3/DDX42/WBP11/SRSF11/POLR2C	148
R-HSA-168273	Influenza Viral RNA Transcription and Replication	85/2370	136/11009	3.71417326927998e-25	9.35352634980341e-23	7.89098917385624e-23	NUP210/NUP43/RPL22L1/NUP35/NUP107/PARP1/NUP160/NUP85/NUP205/NUP37/NUP155/RPL10A/IPO5/RPL22/GTF2F2/NUP54/NUP93/SEH1L/RPL12/RPL3/RPL5/NUP133/RPL23/RPSA/RPL36A/RPS4X/RPS23/RPL15/RPL6/RPS2/RPS6/RPS3A/NUP188/RPL26L1/RPL37A/RPS18/RPL26/RPL4/RPS20/POLR2G/RPL14/RPL10/RPLP0/RPL27/RPL37/RPS16/RPS21/RPL35/RPL23A/RPL29/RPS5/RPS3/RPS13/RPL32/POLR2H/RPS27A/RPL11/RPS9/RPL34/RPS8/RPL27A/RPL7A/RPL19/RPS29/TPR/RPL31/RPL13/RPLP1/POLR2K/RPL7/RPL30/RPL18A/POLR2F/AAAS/RPS14/RPL28/POM121/RPL8/RPS24/GTF2F1/RPS25/RPS15/DNAJC3/POLR2C/HSP90AA1	85
R-HSA-168255	Influenza Infection	91/2370	157/11009	1.84130259623728e-23	3.9745831755922e-21	3.35310893841106e-21	NUP210/NUP43/RPL22L1/NUP35/NUP107/PARP1/NUP160/NUP85/NUP205/NUP37/NUP155/RPL10A/IPO5/RPL22/GTF2F2/NUP54/NUP93/SEH1L/RPL12/RPL3/RPL5/EIF2AK2/NUP133/RPL23/RPSA/RPL36A/XPO1/RPS4X/KPNA3/RPS23/RPL15/RPL6/RPS2/RPS6/RPS3A/NUP188/RPL26L1/RAN/RPL37A/RPS18/RPL26/RPL4/RPS20/POLR2G/RPL14/RPL10/RPLP0/RPL27/RPL37/RPS16/RPS21/RPL35/RPL23A/RPL29/RPS5/RPS3/RPS13/RPL32/POLR2H/RPS27A/RPL11/RPS9/RPL34/RPS8/RPL27A/RPL7A/RPL19/RPS29/CANX/TPR/RPL31/RPL13/RPLP1/POLR2K/RPL7/RPL30/RPL18A/POLR2F/AAAS/RPS14/RPL28/POM121/RPL8/RPS24/PABPN1/GTF2F1/RPS25/RPS15/DNAJC3/POLR2C/HSP90AA1	91
R-HSA-72172	mRNA Splicing	111/2370	215/11009	1.11973600679829e-22	2.11490138284027e-20	1.78421092662201e-20	SNRPD1/PNN/PPIL1/SRSF7/SNRPF/TCERG1/LSM5/SNRPE/PPIH/SNRNP40/SRSF1/SNRNP48/SRSF2/GTF2F2/PPIL3/GPATCH1/HNRNPA1/SNRPB/RBMX/ALYREF/MAGOHB/NCBP2/RBMX2/GCFC2/SNRPA/HNRNPH1/PPIE/FUS/WDR70/HNRNPD/SNRNP70/HNRNPR/HNRNPA3/SNRPC/SRSF3/SNRPA1/SRSF10/LSM4/LSM2/DDX46/SRRM1/LSM6/NCBP1/BUD13/PLRG1/SNRPD3/HNRNPU/EFTUD2/SNRPG/U2SURP/CWC27/U2AF1/CDC5L/PPWD1/SF3A3/DHX15/TRA2B/POLR2G/PRPF3/SRSF6/PRPF4B/LSM3/RBM17/DDX23/CWC22/UPF3B/PPIG/PRPF38A/RNF113A/MAGOH/AQR/HNRNPL/HNRNPA2B1/SNRNP200/CDC40/POLR2H/PRPF40A/HNRNPM/PRPF19/ZRSR2/PPIL2/SNRNP25/RBM25/MFAP1/SRRT/CTNNBL1/SF3B2/SMU1/RNPC3/BCAS2/ZCRB1/PRPF31/POLR2K/DDX41/DHX35/CCAR1/PPIL4/POLR2F/HSPA8/ISY1/PPP1R8/SNRPD2/RBM10/SF3A2/SRSF5/GTF2F1/EIF4A3/DDX42/WBP11/SRSF11/POLR2C	111
R-HSA-72163	mRNA Splicing - Major Pathway	106/2370	207/11009	2.37316296973268e-21	3.98427694140675e-19	3.36128696648687e-19	SNRPD1/PNN/PPIL1/SRSF7/SNRPF/TCERG1/LSM5/SNRPE/PPIH/SNRNP40/SRSF1/SRSF2/GTF2F2/PPIL3/GPATCH1/HNRNPA1/SNRPB/RBMX/ALYREF/MAGOHB/NCBP2/RBMX2/GCFC2/SNRPA/HNRNPH1/PPIE/FUS/WDR70/HNRNPD/SNRNP70/HNRNPR/HNRNPA3/SNRPC/SRSF3/SNRPA1/SRSF10/LSM4/LSM2/DDX46/SRRM1/LSM6/NCBP1/BUD13/PLRG1/SNRPD3/HNRNPU/EFTUD2/SNRPG/U2SURP/CWC27/U2AF1/CDC5L/PPWD1/SF3A3/DHX15/TRA2B/POLR2G/PRPF3/SRSF6/PRPF4B/LSM3/RBM17/DDX23/CWC22/UPF3B/PPIG/PRPF38A/RNF113A/MAGOH/AQR/HNRNPL/HNRNPA2B1/SNRNP200/CDC40/POLR2H/PRPF40A/HNRNPM/PRPF19/PPIL2/RBM25/MFAP1/SRRT/CTNNBL1/SF3B2/SMU1/BCAS2/PRPF31/POLR2K/DDX41/DHX35/CCAR1/PPIL4/POLR2F/HSPA8/ISY1/PPP1R8/SNRPD2/RBM10/SF3A2/SRSF5/GTF2F1/EIF4A3/DDX42/WBP11/SRSF11/POLR2C	106
R-HSA-72613	Eukaryotic Translation Initiation	73/2370	120/11009	8.8095355244093e-21	1.2101098343075e-18	1.02089449952724e-18	RPL22L1/EIF2B3/RPL10A/RPL22/RPL12/RPL3/RPL5/EIF3M/EIF4EBP1/RPL23/RPSA/RPL36A/EIF1AX/RPS4X/RPS23/RPL15/RPL6/EIF2B1/RPS2/RPS6/RPS3A/RPL26L1/RPL37A/RPS18/RPL26/RPL4/RPS20/RPL14/RPL10/RPLP0/EIF3L/RPL27/RPL37/EIF2S3/RPS16/EIF2B5/RPS21/EIF2B2/RPL35/RPL23A/RPL29/RPS5/EIF3F/RPS3/RPS13/RPL32/RPS27A/RPL11/RPS9/RPL34/RPS8/RPL27A/RPL7A/RPL19/RPS29/EIF3G/RPL31/RPL13/RPLP1/EIF4H/RPL7/RPL30/RPL18A/EIF5B/EIF3D/RPS14/RPL28/EIF3I/RPL8/RPS24/RPS25/EIF3B/RPS15	73
R-HSA-72737	Cap-dependent Translation Initiation	73/2370	120/11009	8.8095355244093e-21	1.2101098343075e-18	1.02089449952724e-18	RPL22L1/EIF2B3/RPL10A/RPL22/RPL12/RPL3/RPL5/EIF3M/EIF4EBP1/RPL23/RPSA/RPL36A/EIF1AX/RPS4X/RPS23/RPL15/RPL6/EIF2B1/RPS2/RPS6/RPS3A/RPL26L1/RPL37A/RPS18/RPL26/RPL4/RPS20/RPL14/RPL10/RPLP0/EIF3L/RPL27/RPL37/EIF2S3/RPS16/EIF2B5/RPS21/EIF2B2/RPL35/RPL23A/RPL29/RPS5/EIF3F/RPS3/RPS13/RPL32/RPS27A/RPL11/RPS9/RPL34/RPS8/RPL27A/RPL7A/RPL19/RPS29/EIF3G/RPL31/RPL13/RPLP1/EIF4H/RPL7/RPL30/RPL18A/EIF5B/EIF3D/RPS14/RPL28/EIF3I/RPL8/RPS24/RPS25/EIF3B/RPS15	73
