ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0042254	ribosome biogenesis	182/3499	325/18870	2.92623395136904e-52	1.74901003273327e-48	1.60265213147085e-48	ZNHIT6/ZNF658/MPHOSPH6/PAK1IP1/NLE1/DDX10/RIOK2/METTL17/SHQ1/NPM3/LYAR/ABCE1/SRFBP1/MYBBP1A/GEMIN4/RBFA/LTV1/MAK16/RRP15/EXOSC8/WDR3/RRP9/PDCD11/NOB1/RRS1/UTP20/EXOSC2/NOP58/WDR36/RPUSD4/TFB1M/NOP56/RRP1B/MRM1/ESF1/DDX31/URB2/WDR75/MRTO4/RPL10A/DROSHA/ZCCHC4/FASTKD2/BRIX1/WDR43/DDX51/URB1/PELP1/WDR12/HEATR3/NOP14/AFG2A/METTL18/TRMT61B/METTL16/DDX18/EXOSC7/NOM1/RPUSD2/SDAD1/LAS1L/RPF2/MDN1/FDXACB1/NOP2/NSUN5/EXOSC10/EXOSC5/METTL5/GTPBP10/UTP18/C1orf131/NVL/RPL5/TRMT2B/FBL/BOP1/TSR1/RRN3/MALSU1/RPP30/NOP16/PRKDC/GNL2/PWP1/RIOK1/KRR1/NMD3/RPSA/DIS3/UTP15/XPO1/MRPS2/PPAN/EIF1AX/RPS4X/UTP6/EXOSC3/NSUN4/LSM6/XRN2/RPS23/RPL6/SURF6/UTP14A/C1QBP/NHP2/RPS6/RPS3A/NOA1/DHX37/RPL26L1/EIF2A/EBNA1BP2/RAN/GTPBP4/MPHOSPH10/NSA2/RPL26/XRCC5/REXO4/DHX30/NOC4L/NOC2L/DDX28/RPL14/EMG1/RPL10/GRWD1/EXOSC1/ERI3/RPLP0/RPL27/DDX56/GTF2H5/RPS16/RPS21/RPL35/RPL23A/FTSJ3/NOL8/NOL10/RPS5/BYSL/ERI2/CHD7/ERI1/NGDN/POP5/RPS13/FCF1/RPL11/RPS9/PES1/HABP4/CINP/RPS8/DDX54/RPL7A/WDR18/TSR2/RRP7A/RRP12/NOL9/UTP14C/MRPS7/DDX21/AATF/RPL7/TBL3/MRPL44/ZNF593/EIF5B/RPS14/RSL24D1/RPS24/GTF3A/EIF4A3/RPS25/RPS15/WBP11/WDR74	182
BP	GO:0034470	ncRNA processing	215/3499	439/18870	1.29898900928513e-48	3.88202865424862e-45	3.55717885016344e-45	TARBP1/ADAT2/OSGEPL1/ZNHIT6/TRMT11/PNPT1/MPHOSPH6/TSEN2/TYW3/PUS7/HENMT1/DDX10/QTRT1/RIOK2/SHQ1/NPM3/DTWD2/LYAR/ALKBH8/METTL8/SRFBP1/DTWD1/DUS4L/GEMIN4/GTPBP3/RBFA/FAM98B/THUMPD2/INTS7/MAK16/PUS1/RRP15/EXOSC8/GPAT2/WDR3/RRP9/PDCD11/TRDMT1/TSEN15/NOB1/RRS1/UTP20/LIN28B/EXOSC2/NOP58/WDR36/RPUSD4/TFB1M/NOP56/RRP1B/MRM1/TRUB1/ESF1/NUP155/THG1L/WDR75/MRTO4/RPL10A/DROSHA/ZCCHC4/BRIX1/WDR43/DDX51/URB1/PELP1/WDR12/PARN/NOP14/THUMPD3/TRIT1/METTL18/TPRKB/TRMT61B/METTL16/DDX18/EXOSC7/TRNT1/RPUSD2/INTS10/LAS1L/DDX1/RPF2/ANKRD16/FDXACB1/METTL2A/NCBP2/NOP2/NSUN5/EXOSC10/EXOSC5/INTS2/METTL5/WDR4/UTP18/TRMT2A/NVL/RPL5/TRMT2B/FBL/BOP1/TRMT1/TSR1/RPP30/PRKDC/TOE1/PWP1/RIOK1/KRR1/CDK5RAP1/SMAD1/MTO1/METTL2B/LCMT2/KTI12/DIS3/SRSF3/INTS3/TRMU/UTP15/PPAN/UTP6/EXOSC3/NSUN4/LSM6/METTL1/ELAC1/XRN2/NCBP1/UTP14A/ELP3/AKT1/NHP2/RPS6/METTL3/DHX37/TRMT6/EBNA1BP2/GTPBP4/CTU2/INTS8/MPHOSPH10/FTSJ1/ZC3H7B/NSA2/RPL26/REXO4/NOC4L/CDKAL1/PUS10/NSUN2/RPL14/EMG1/EXOSC1/ERI3/RPL27/DDX56/GTF2H5/RPS16/RPS21/RPL35/ELP4/THADA/FTSJ3/NOL8/NOL10/INTS4/RNF113A/FARS2/BYSL/TYW1/ERI2/HNRNPA2B1/CHD7/ERI1/NGDN/POP5/NSUN6/FCF1/RPL11/PES1/RPS8/DDX54/OSGEP/RPL7A/WDR18/TSR2/SRRT/RRP7A/RRP12/NOL9/RIPK1/UTP14C/PTCD1/TRUB2/DDX21/LARP7/LAGE3/RPL7/TBL3/INTS12/MRPL44/RPP21/PUS3/RPS14/TRPT1/RPS24/ZC3H7A/EIF4A3/RPS25/INTS9/SEPSECS/RPS15/WBP11/HSD17B10/WDR74	215
BP	GO:0016072	rRNA metabolic process	144/3499	264/18870	1.02343244676926e-39	2.03901857811328e-36	1.86839263878612e-36	ZNHIT6/MPHOSPH6/DDX10/DDX11/RIOK2/SHQ1/NPM3/LYAR/SRFBP1/GEMIN4/RBFA/POLR1E/MAK16/RRP15/EXOSC8/WDR3/RRP9/PDCD11/NOB1/RRS1/UTP20/EXOSC2/NOP58/WDR36/RPUSD4/TFB1M/NOP56/RRP1B/MRM1/ESF1/TAF1B/WDR75/MRTO4/SLFN13/SMARCB1/RPL10A/DROSHA/ZCCHC4/POLR1B/BRIX1/WDR43/TCOF1/DDX51/URB1/PELP1/WDR12/NOP14/METTL18/TRMT61B/METTL16/DDX18/EXOSC7/RPUSD2/LAS1L/RPF2/FDXACB1/NOP2/NSUN5/EXOSC10/EXOSC5/METTL5/UTP18/NVL/RPL5/TRMT2B/FBL/BOP1/TSR1/RPP30/PRKDC/NCL/PWP1/RIOK1/KRR1/BRF1/GTF3C6/DIS3/UTP15/PPAN/UTP6/EXOSC3/NSUN4/LSM6/XRN2/UTP14A/NHP2/RPS6/DHX37/EBNA1BP2/GTPBP4/IPPK/MPHOSPH10/NSA2/RPL26/REXO4/NOC4L/RPL14/EMG1/EXOSC1/ERI3/RPL27/DDX56/GTF2H5/RPS16/RPS21/RPL35/FTSJ3/NOL8/NOL10/BYSL/ERI2/GTF3C3/SLFN12/CHD7/ERI1/NGDN/POP5/FCF1/RPL11/PES1/RPS8/DDX54/RPL7A/WDR18/TSR2/GTF3C1/RRP7A/RRP12/NOL9/UTP14C/DDX21/GTF3C2/RPL7/TBL3/MRPL44/RPS14/RPS24/GTF3A/MTOR/EIF4A3/RPS25/RPS15/WBP11/WDR74	144
BP	GO:0006364	rRNA processing	127/3499	225/18870	3.15049197445619e-37	4.70762263283117e-34	4.31368677449884e-34	ZNHIT6/MPHOSPH6/DDX10/RIOK2/SHQ1/NPM3/LYAR/SRFBP1/GEMIN4/RBFA/MAK16/RRP15/EXOSC8/WDR3/RRP9/PDCD11/NOB1/RRS1/UTP20/EXOSC2/NOP58/WDR36/RPUSD4/TFB1M/NOP56/RRP1B/MRM1/ESF1/WDR75/MRTO4/RPL10A/DROSHA/ZCCHC4/BRIX1/WDR43/DDX51/URB1/PELP1/WDR12/NOP14/METTL18/TRMT61B/METTL16/DDX18/EXOSC7/RPUSD2/LAS1L/RPF2/FDXACB1/NOP2/NSUN5/EXOSC10/EXOSC5/METTL5/UTP18/NVL/RPL5/TRMT2B/FBL/BOP1/TSR1/RPP30/PRKDC/PWP1/RIOK1/KRR1/DIS3/UTP15/PPAN/UTP6/EXOSC3/NSUN4/LSM6/XRN2/UTP14A/NHP2/RPS6/DHX37/EBNA1BP2/GTPBP4/MPHOSPH10/NSA2/RPL26/REXO4/NOC4L/RPL14/EMG1/EXOSC1/ERI3/RPL27/DDX56/GTF2H5/RPS16/RPS21/RPL35/FTSJ3/NOL8/NOL10/BYSL/ERI2/CHD7/ERI1/NGDN/POP5/FCF1/RPL11/PES1/RPS8/DDX54/RPL7A/WDR18/TSR2/RRP7A/RRP12/NOL9/UTP14C/DDX21/RPL7/TBL3/MRPL44/RPS14/RPS24/EIF4A3/RPS25/RPS15/WBP11/WDR74	127
BP	GO:0006261	DNA-templated DNA replication	102/3499	161/18870	3.2794695684785e-36	3.9202779221592e-33	3.59222740311445e-33	TIPIN/CCNE1/SLFN11/POLE2/GINS1/MCM6/NBN/MCM3/DSCC1/ATAD5/ETAA1/DDX11/FANCM/RFC4/RFC2/MCM4/POLD3/CDC7/PRIM2/BLM/WDHD1/NOC3L/EME1/GINS2/EXD2/PRIM1/POLB/ORC5/POLA2/MMS22L/PARP1/RFC1/CDC6/ATR/CDT1/THOC1/ZRANB3/CDC45/ORC6/CDK2/POLA1/MCM2/PCNA/GINS4/MCM8/TIMELESS/ORC1/CHTF18/RRM1/LIG1/DONSON/CHRAC1/RTEL1/DNA2/RECQL4/POLD1/RFC5/CCNE2/TRAIP/NUCKS1/TONSL/GMNN/ALYREF/ENDOG/GINS3/TOPBP1/POLD2/POLE4/BRCA1/RAD51/BRCA2/RECQL/ORC2/RFWD3/RBBP8/POLN/RAD50/FEN1/BARD1/POLE/SMARCAL1/SSBP1/POLE3/POLG2/MCM5/WRN/BAZ1A/DBF4B/SAMHD1/MCM9/PURA/ORC3/MCM7/WRNIP1/LRWD1/MCM10/MUS81/WDR18/HMGA1/TERF1/ORC4/CHTF8	102
BP	GO:0006260	DNA replication	143/3499	278/18870	1.24973921843266e-35	1.24494855142867e-32	1.14077072868511e-32	POLI/TIPIN/CCNE1/SLFN11/POLE2/GINS1/MCM6/NBN/MCM3/DSCC1/ATAD5/ETAA1/DDX11/ZBTB38/FANCM/RUVBL1/DUT/RFC4/RFC2/MCM4/POLD3/CDC7/CHEK1/PRIM2/BLM/WDHD1/NOC3L/EME1/GINS2/EXD2/PRIM1/POLB/DTL/ORC5/POLA2/MMS22L/PARP1/RFC1/CDC6/ATR/CDT1/NASP/THOC1/ZRANB3/CDC45/ORC6/CDK2/POLA1/MCM2/PCNA/GINS4/MCM8/RNASEH2A/TIMELESS/ORC1/CHTF18/UCHL5/CCDC88A/RRM1/LIG1/DONSON/CHRAC1/RTEL1/DNA2/RECQL4/POLD1/RFC5/ACTL6A/CCNE2/TRAIP/NUCKS1/TONSL/GMNN/ALYREF/ENDOG/SSRP1/GINS3/DTD1/TOPBP1/POLD2/POLE4/BRCA1/EHMT2/RAD51/SUPT16H/BRCA2/USP37/RECQL/ORC2/RFWD3/RBBP8/POLN/RAD50/RPA3/FEN1/RBMS1/TREX1/RBBP7/CHAF1B/BARD1/POLE/SMARCAL1/SSBP1/POLE3/POLG2/INO80E/RUVBL2/RPA2/ING5/MEAF6/RBBP4/SMARCA5/FAF1/GTPBP4/PDS5A/MCM5/WRN/BAZ1A/DBF4B/SAMHD1/MCM9/PURA/GRWD1/ORC3/MCM7/LIG4/REV1/WRNIP1/RMI1/POLK/ACTR5/LRWD1/MCM10/CHAF1A/NAP1L1/CINP/MUS81/PPP2R1A/WDR18/HMGA1/TERF1/ORC4/CHTF8	143
BP	GO:0032543	mitochondrial translation	81/3499	130/18870	2.73896011992902e-28	2.33868066240225e-25	2.14297887278056e-25	MRPL1/MRPS26/MRPL16/METTL8/MRPL3/FASTKD3/MRPS25/SARS2/QRSL1/MRPL17/MRPL15/RPUSD4/PTCD3/MRPS27/AARS2/MRPL19/FASTKD2/MRPS35/MRPL30/MRPL11/MRPL39/WARS2/TARS2/EARS2/LRPPRC/MRPS33/MRPL13/MRPL35/MRPS34/MTIF2/MRPS28/MRPS30/MRPS23/DARS2/LARS2/MRPL42/MALSU1/MRPL9/CDK5RAP1/MRPS2/RMND1/MRPL12/GFM2/MRPL46/C1QBP/MRPS10/TSFM/MRPL4/MRPS18B/MRPS31/GFM1/MRPL34/MRPL51/MRPS15/MRPL40/MRPS11/TACO1/MRPL32/RARS2/MRPL48/MRPL47/MRPL38/MRPL37/RPUSD3/PTCD1/TRUB2/MRPS7/SHMT2/DAP3/MRPS18A/MRPL2/MRPS14/MRPL44/MRPL10/MRPL21/MRPL43/MRPS21/MRPL22/NDUFA7/MRPS5/MRPS16	81
BP	GO:0140053	mitochondrial gene expression	93/3499	163/18870	4.40974416903875e-28	3.29463011229308e-25	3.01893406730377e-25	PPARGC1B/PNPT1/MRPL1/MRPS26/TEFM/MRPL16/METTL8/MRPL3/FASTKD3/MRPS25/PUS1/SARS2/QRSL1/MRPL17/MRPL15/FASTKD1/RPUSD4/TFB1M/PTCD3/MRPS27/AARS2/MRPL19/TFAM/FASTKD2/MRPS35/MRPL30/MRPL11/TRIT1/TRMT61B/MRPL39/TRNT1/WARS2/TARS2/EARS2/LRPPRC/MRPS33/MRPL13/MRPL35/MRPS34/MTIF2/MRPS28/MRPS30/MRPS23/DARS2/LARS2/MRPL42/MALSU1/MRPL9/CDK5RAP1/MTO1/MRPS2/RMND1/MRPL12/GFM2/MRPL46/C1QBP/MRPS10/TSFM/MRPL4/MRPS18B/MRPS31/GFM1/MRPL34/MRPL51/MRPS15/MRPL40/MRPS11/TACO1/MRPL32/RARS2/MRPL48/MRPL47/MRPL38/MRPL37/RPUSD3/PTCD1/TRUB2/MRPS7/SHMT2/DAP3/MRPS18A/MRPL2/MRPS14/MRPL44/MRPL10/MRPL21/MRPL43/MRPS21/MRPL22/NDUFA7/MRPS5/HSD17B10/MRPS16	93
BP	GO:0006399	tRNA metabolic process	99/3499	197/18870	4.85099877238653e-24	3.22160218472825e-21	2.95201714768738e-21	TARBP1/ADAT2/OSGEPL1/TRMT11/PNPT1/TSEN2/TYW3/PUS7/QTRT1/FARSB/DTWD2/NARS2/VARS2/ALKBH8/METTL8/DTWD1/DUS4L/GTPBP3/FAM98B/THUMPD2/PUS1/CARS2/EXOSC8/SARS2/QRSL1/TRDMT1/TSEN15/AARSD1/EXOSC2/RPUSD4/TRUB1/THG1L/MARS2/AARS2/SLFN13/THUMPD3/TRIT1/TPRKB/TRMT61B/EXOSC7/TRNT1/WARS2/TARS2/EARS2/DDX1/ANKRD16/METTL2A/EXOSC10/DTD1/WDR4/TRMT2A/DARS2/TRMT2B/LARS2/TRMT1/RPP30/CDK5RAP1/BRF1/MTO1/METTL2B/LCMT2/GTF3C6/KTI12/TRMU/EXOSC3/LSM6/METTL1/ELAC1/ELP3/AKT1/TRMT6/CTU2/FTSJ1/CDKAL1/PUS10/NSUN2/ELP4/THADA/FARS2/RARS2/TYW1/GTF3C3/POP5/NSUN6/OSGEP/GTF3C1/PTCD1/TRUB2/GTF3C2/LAGE3/FARSA/RPP21/PUS3/POLR2F/TRPT1/SEPSECS/HSD17B10/HARS2/POLR3E	99
BP	GO:0032392	DNA geometric change	58/3499	85/18870	1.26919693000552e-23	7.58599005064302e-21	6.95119118612499e-21	GINS1/MCM6/NBN/MCM3/DSCC1/CHD1L/RAD54B/DDX11/HMGB1/FANCM/RUVBL1/RFC4/RFC2/MCM4/GTF2H2/HFM1/BLM/GINS2/ZRANB3/CDC45/MCM2/GINS4/MCM8/CHTF18/DDX12P/BRIP1/RTEL1/DNA2/RECQL4/RFC5/DDX1/GINS3/DTD1/MNAT1/RAD51/HMGB3/RECQL/POT1/RAD50/TREX1/SSBP1/RUVBL2/ERCC3/MCM5/WRN/XRCC5/DHX30/MCM9/PURA/G3BP1/MCM7/WRNIP1/HNRNPA2B1/ANXA1/SUB1/XRCC6/HMGA1/CHTF8	58
