ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006368	transcription elongation by RNA polymerase II promoter	33/239	109/18903	9.13820641852426e-37	2.30739712067738e-33	1.81128870379802e-33	PWWP2B/BRD4/CTR9/MED1/GTF2F1/CCNT1/RTF1/ELL/LEO1/PAF1/EAF1/CDC73/MED26/INTS1/MED24/CDK9/SUPT16H/INTS6/SUPT6H/MED17/MED14/ENY2/MED11/INTS3/MED16/NCBP1/MED4/MED31/MED23/MED30/MED22/MED27/POLR2I	33
BP	GO:0008380	RNA splicing	54/239	469/18903	2.83503746425139e-36	3.57923479861738e-33	2.80967133957125e-33	ACIN1/RBM25/SRRM1/CDC5L/CWC22/PRPF40A/PNN/DDX46/IK/COIL/IWS1/DDX41/RBM39/PPP1R9B/AFF2/HSPA8/THRAP3/NCL/TFIP11/ZCCHC8/ZRANB2/PRPF6/HSPA1A/POLR2A/SUPT6H/SNRNP200/ENY2/RPS13/NCBP1/EFTUD2/PRPF8/PRPF31/MFAP1/SNRNP40/SRRM2/SAP18/RAVER1/RBM14/DDX5/DHX9/XAB2/SF3B2/KHDRBS1/DHX15/RBM10/PLRG1/AQR/CWC15/DDX17/U2AF1/PABPC1/SF3B3/SF1/SF3A1	54
BP	GO:0006354	DNA-templated transcription elongation	40/239	241/18903	3.65094340279687e-33	2.59348187553173e-30	2.03586300015685e-30	PWWP2B/BRD4/CTR9/MED1/GTF2F1/CCNT1/RTF1/ELL/LEO1/BCLAF1/PAF1/SMARCD1/THRAP3/EAF1/CDC73/MED26/INTS1/MED24/CDK9/SUPT16H/INTS6/SUPT6H/MED17/MED14/ENY2/MED11/INTS3/MED16/NCBP1/MED4/MED31/MED23/MED30/DHX9/MED22/SAP30/MTA2/MED27/TP53BP1/POLR2I	40
BP	GO:0032968	positive regulation of transcription elongation by RNA polymerase II	24/239	49/18903	4.1084861394562e-33	2.59348187553173e-30	2.03586300015685e-30	PWWP2B/BRD4/MED1/GTF2F1/CCNT1/ELL/LEO1/CDC73/MED26/MED24/CDK9/SUPT16H/SUPT6H/MED17/MED14/MED11/MED16/NCBP1/MED4/MED31/MED23/MED30/MED22/MED27	24
BP	GO:0034243	regulation of transcription elongation by RNA polymerase II	28/239	86/18903	2.52034144432709e-32	1.27277242938518e-29	9.99116408351137e-30	PWWP2B/BRD4/MED1/GTF2F1/CCNT1/ELL/LEO1/EAF1/CDC73/MED26/INTS1/MED24/CDK9/SUPT16H/INTS6/SUPT6H/MED17/MED14/MED11/INTS3/MED16/NCBP1/MED4/MED31/MED23/MED30/MED22/MED27	28
BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	43/239	329/18903	3.87413940746667e-31	1.39745742912191e-28	1.0969931585353e-28	RBM25/SRRM1/CDC5L/CWC22/PRPF40A/PNN/DDX46/IK/COIL/DDX41/RBM39/HSPA8/THRAP3/NCL/TFIP11/ZCCHC8/PRPF6/SNRNP200/NCBP1/EFTUD2/PRPF8/PRPF31/MFAP1/SNRNP40/SRRM2/SAP18/RAVER1/RBM14/DDX5/DHX9/XAB2/SF3B2/KHDRBS1/RBM10/PLRG1/AQR/CWC15/DDX17/U2AF1/PABPC1/SF3B3/SF1/SF3A1	43
BP	GO:0000398	mRNA splicing, via spliceosome	43/239	329/18903	3.87413940746667e-31	1.39745742912191e-28	1.0969931585353e-28	RBM25/SRRM1/CDC5L/CWC22/PRPF40A/PNN/DDX46/IK/COIL/DDX41/RBM39/HSPA8/THRAP3/NCL/TFIP11/ZCCHC8/PRPF6/SNRNP200/NCBP1/EFTUD2/PRPF8/PRPF31/MFAP1/SNRNP40/SRRM2/SAP18/RAVER1/RBM14/DDX5/DHX9/XAB2/SF3B2/KHDRBS1/RBM10/PLRG1/AQR/CWC15/DDX17/U2AF1/PABPC1/SF3B3/SF1/SF3A1	43
BP	GO:0000375	RNA splicing, via transesterification reactions	43/239	333/18903	6.47972613570202e-31	2.04516356158095e-28	1.60543740967459e-28	RBM25/SRRM1/CDC5L/CWC22/PRPF40A/PNN/DDX46/IK/COIL/DDX41/RBM39/HSPA8/THRAP3/NCL/TFIP11/ZCCHC8/PRPF6/SNRNP200/NCBP1/EFTUD2/PRPF8/PRPF31/MFAP1/SNRNP40/SRRM2/SAP18/RAVER1/RBM14/DDX5/DHX9/XAB2/SF3B2/KHDRBS1/RBM10/PLRG1/AQR/CWC15/DDX17/U2AF1/PABPC1/SF3B3/SF1/SF3A1	43
BP	GO:0032786	positive regulation of DNA-templated transcription, elongation	24/239	60/18903	2.07631843201328e-30	5.82522671203727e-28	4.57275743565031e-28	PWWP2B/BRD4/MED1/GTF2F1/CCNT1/ELL/LEO1/CDC73/MED26/MED24/CDK9/SUPT16H/SUPT6H/MED17/MED14/MED11/MED16/NCBP1/MED4/MED31/MED23/MED30/MED22/MED27	24
BP	GO:0032784	regulation of DNA-templated transcription elongation	28/239	104/18903	1.09812412309171e-29	2.77276341080657e-27	2.17659760398073e-27	PWWP2B/BRD4/MED1/GTF2F1/CCNT1/ELL/LEO1/EAF1/CDC73/MED26/INTS1/MED24/CDK9/SUPT16H/INTS6/SUPT6H/MED17/MED14/MED11/INTS3/MED16/NCBP1/MED4/MED31/MED23/MED30/MED22/MED27	28
