"","x"
"SLC16A9",0.689705407208891
"ACSBG1",0.894775202988383
"EPCAM",0.837669325003225
"ZNF492",0.862849701603138
"CTSE",0.910286371287937
"KIAA1671",0.624641673010619
"METRNL",0.921643417823166
"UCA1",0.574120412314911
"MINA",0.809149576114458
"ARHGAP22",0.57536942006785
"MYB",0.662672753059614
"RIN3",0.620186106934063
"C20orf194",0.680146460402396
"FAM198B",0.824397864281119
"SEMA4C",0.83379908843414
"TET1",0.849098075112055
"PARP15",0.939805358749504
"MAP7",0.798866209226208
"FAM178B",0.89516072863898
"SYNGR1",0.946978247923145
"S100A4",0.925649128097585
"KRT13",0.945732105920072
"B3GNT1",0.703378150981292
"PUS7",0.825477203192634
"SMYD3",0.798997510388613
"PCSK9",0.549132792220643
"FAM129B",0.639988527983483
"PCBD1",0.65765198467854
"RPS6KL1",0.904553940886435
"TNFRSF21",0.508243807692
"SFXN4",0.921723172026061
"MOB3B",0.96351415071461
"TSPAN6",0.50574825959795
"PM20D2",0.52949242107851
"GLRX",0.716802236342961
"DYNC2LI1",0.523686622252811
"QTRTD1",0.652647360154898
"SLC25A43",0.774608902338441
"EPHB4",0.8529880359953
"LOC728819",0.595783294776329
"PRKCH",0.938514852424555
"KHK",0.599598086616982
"APBB1IP",0.670583846741941
"NT5DC3",0.812832324031542
"ZNF280B",0.517251112954562
"MLKL",0.757054133330337
"MEG3",0.897522006414676
"CHSY3",0.932214954562378
"TMEM182",0.606548216588426
"DPY19L2",0.617956472914578
"ZNF618",0.899442776617609
"SLC19A1",0.693195208984955
"S100A6",0.94205577043492
"SLC17A9",0.539982363362249
"CRYZ",0.60705774739254
"MARVELD2",0.835582040084295
"MAP7D3",0.533355274116112
"CAPS2",0.97558052937298
"SLC25A15",0.835565570833441
"NMU",0.888753282059004
"ZNF835",0.708097234851337
"NPM3",0.673619559292363
"FLJ44511",0.830086655843588
"ACCS",0.809260944522879
"FAM124B",0.515326922003966
"C9orf123",0.669378560161519
"ZNF30",0.785851776876926
"APOC1",0.585483049413883
"B3GALNT1",0.866150532313083
"HPGD",0.625788701008369
"CCDC112",0.89888532066828
"PPARGC1B",0.69842677154683
"NTHL1",0.682783307188892
"KIAA1383",0.648744179373374
"LRRC33",0.648721644769972
"MCCC2",0.533583298971551
"NREP",0.580608976874609
"PDSS1",0.708570280097291
"CPVL",0.973005851767435
"TCTN1",0.856193883870626
"AGXT2L1",0.882461084771715
"BOLA3-AS1",0.535902842450419
"ZNF815",0.847484602036396
"ME3",0.735462036122968
"PRKAR1B",0.854358451343991
"FAM162A",0.841350194959397
"CSGALNACT1",0.955792073073115
"LOC441666",0.761845045163817
"NFKB1",0.619798772663199
"BBS5",0.624138204045052
"OSGEPL1",0.957939595725656
"FOXH1",0.769103040068382
"GPT",0.822497384091013
"NME1",0.87578106633829
"ZNF354B",0.871158254901805
"NUBPL",0.955449737168906
"AIG1",0.840923633149567
"TTC13",0.931297967256989
"ZBTB24",0.552001494203652
"NYAP1",0.895451399111398
"PPP1R9A",0.649410492146004
"ENG",0.906539550639782
"TCTEX1D1",0.941591600973745
"TARBP1",0.789183387036705
"PON2",0.949240014556419
"SLC46A3",0.965500108459547
"ANXA11",0.716045471464397
"PQLC3",0.713356982079782
"PHKA1",0.837788762145308
"ALKBH2",0.614467380180992
"IDUA",0.535685976414719
"TSEN2",0.738508397555335
"ZNF642",0.967830512046385
"ZCCHC24",0.882898340341974
"LIN28B",0.849349077328162
"KAT2A",0.816616062478717
"C11orf96",0.991352141102924
"FAM195A",0.68878344936265
"NEURL",0.519448302731913
"ADAT2",0.916918585904577
"ZNF608",0.929089039921071
"B3GNTL1",0.577917638720426
"KIAA0754",0.647275673793026
"PFAS",0.919763093674992
"TMEM67",0.621501002755993
"ANKRD16",0.730709752192255
"ATP6V0E2",0.939454661189141
"C18orf1",0.724512214262011
"DPEP2",0.793326290505745
"ZNF287",0.951650224086148
"RARG",0.773095492015281
"RPGRIP1L",0.920758887585604
"MYLK3",0.949730172558309
"ARHGEF6",0.612390174693357
"HOXA1",0.844082208988823
"LOC100507053",0.876708072467977
"ACN9",0.960319440946426
"CDK20",0.853961584288402
"AKAP1",0.8678474716527
"CRB2",0.795555077179512
"TCTN2",0.778490662806519
"SNHG5",0.510228037500404
"PEG3",0.702903431383799
"QTRT1",0.950383489391877
"ACY1",0.501487213000914
"FADS2",0.937214682417027
"KANK1",0.720008710044325
"KIFC2",0.92522691830134
"ALDH18A1",0.776550669373523
"BPHL",0.511598012993743
"ZFYVE9",0.923886242620977
"SYTL3",0.563597028126122
"FAHD2B",0.858149127559206
"HSBP1L1",0.979084937228474
"RRP9",0.86937169587104
"NLE1",0.590896137699328
"EPN3",0.852960918291822
"DOK3",0.630388813117327
"LPIN3",0.946038480147866
"PACRGL",0.95073266669384
"ARMC9",0.910723076297048
"ECHDC2",0.932974953968604
"MRPS26",0.577933885903577
"LOC100499484",0.848827663917689
"VAV2",0.526469923353536
"ZBTB38",0.894564660124582
"S1PR4",0.666189139443781
"NIPSNAP3B",0.651908949509367
"SPR",0.556953322797007
"C10orf11",0.599468438003149
"CPQ",0.681637282166326
"PMS1",0.73784218136745
"GOLGA8A",0.979966095879509
"C16orf73",0.922305884110319
"SIRT4",0.922710027519395
"C14orf126",0.763889982300256
"WDR3",0.756080737777173
"GPD1L",0.56904365928316
"MMACHC",0.937975940321672
"UBE2E2",0.823100462800221
"CACHD1",0.91231711749054
"LOC654342",0.797008850326232
"MPDZ",0.66598957943588
"C6orf108",0.849273220771186
"LOC100131289",0.554801632367332
"SETD6",0.525284645529466
"HEATR2",0.969691231107984
"CISD3",0.805606856676708
"SPIN2B",0.53316592331267
"TRIM7",0.868761073993294
"GOLM1",0.699797336288995
"USP43",0.878931153902115
"FAM102B",0.846605920416226
"PKLR",0.952013496885829
"ACTR3B",0.638371615959847
"UBE2Q2",0.939175353441397
"ADAMTS14",0.890559936655075
"IQSEC3",0.928690544530116
"ZNF836",0.746083134727991
"DDX10",0.896244984946716
"AMT",0.737757191421511
"RINL",0.837283466146127
"TMEM117",0.774173062376518
"LOC286367",0.981324153166244
"KCNIP4",0.958182362696096
"LOC90784",0.744444327659991
"NHLRC1",0.668579095480802
"TIGD4",0.933163983711161
"ALDH3A2",0.739978051034427
"HFM1",0.821334115912949
"ULK4",0.960514003271088
"ITM2C",0.789088351344113
"FGGY",0.87019358082759
"HMGN3",0.778937657494666
"NOB1",0.638267694630466
"HES5",0.675659578388775
"C4orf43",0.835813905756515
"CCDC57",0.700314989941908
"MYBBP1A",0.82573887606562
"ZNHIT6",0.812903750209568
"SLC39A8",0.906527615503433
"NME2",0.684090222893708
"FCGRT",0.683991814126789
"DDX31",0.596447646863349
"DTD1",0.639373685113917
"MUC1",0.533290981102096
"PAK1IP1",0.967461998698921
"FA2H",0.83988559018135
"FEZ2",0.853489821411362
"LOC100616668",0.903438063864203
"PPA1",0.53526509012517
"METTL1",0.860841153629286
"MARS2",0.525331132904796
"MOCS2",0.624035461775635
"APOL4",0.957223096374702
"ZNF354C",0.813961848575416
"WDR35",0.580353025112973
"LDHB",0.620188298086069
"ZNF658",0.91247222886065
"RNLS",0.89754282946542
